,sentence,subjectivity_score,label
578,"we will increase the amount of that money that be be deploy into market like [PROPN] , [PROPN] , [PROPN] , [PROPN] , [PROPN] , [PROPN] and our footprint , geographic footprint will continue to broaden within the [PROPN] portfolio .",0.0,fact
579,"on [PROPN] , we 've see good responsiveness when we spend behind advertising that ' new product focus .",0.5848484848484848,neutral
580,"when we do anthem , what 's call anthematic advertising just on the big brand , we do n't see responsiveness .",0.1,fact
581,"so we pull the money off of the anthematic campaign on [PROPN] and put it behind new item , both in the [PROPN] and in [PROPN] where the big investment have be make up until now .",0.4181818181818182,neutral
582,we will evaluate whether to continue to broaden that advertising .,0.0,fact
583,"but again , it will have to be measure against the upside potential of deploy the money against the [PROPN] opportunity .",1.0,opinion
584,we be spend more heavily than we ever have before on baby to reignite growth and we will continue to do that .,0.5,neutral
585,that advertising be largely new item focus and it seem to be really yield a good sell - through impact .,0.4181818181818182,neutral
586,"so , we 're go to continue to play that story out .",0.0,fact
587,"and at the end of ' 15 , we 'll evaluate how much more we should be deploy behind that brand .",0.6,neutral
588,the [PROPN] brand in particular be one of our strong brand from an equity standpoint .,0.5333333333333333,neutral
589,"so there be great resonance when we spend money behind it and we 're see , when [PROPN] advertising that be new item focus be couple with great merchandising , we get this synergistic effect on sell - through .",0.6636363636363636,opinion
590,so we 're go to continue to play that out .,0.0,fact
591,we just begin advertise [PROPN] in the fourth quarter of 2014 and we 're in the midst of evaluate that that look to have be a positive experience for we .,0.2727272727272727,fact
592,and then we have opportunity in many other place that we 'll have to govern to the deployment of the money against have -- until we 've fulfil all the opportunity on our high priority brand .,0.4716666666666667,neutral
593,so that ' a logic behind which we 're make choice .,0.7,opinion
594,I think over the next few year you should expect we to be able to tell you that an increasingly high proportion of our total medium spend be outside of [PROPN] [PROPN] .,0.34416666666666657,fact
595,great .,0.75,opinion
596,appreciate the response .,0.0,fact
597,"good of luck , guy .",0.6000000000000001,neutral
598,.,0.0,fact
599,and your final question come from [PROPN] [PROPN] with [PROPN] .,1.0,opinion
600,", [PROPN] .",0.0,fact
601,.,0.0,fact
602,for take my question .,0.0,fact
603,"so , I just want to touch on , I guess go a little far into your core sale growth .",0.75,opinion
604,so clearly you mention in your press release a number of time benefit from the strong innovation .,0.5583333333333333,neutral
605,be there any way to quantify how much more -- maybe how much more growth you be see right now from new innovation maybe versus last year ?,0.4113852813852814,neutral
606,we do n't quote that number externally but it ' considerably strong .,0.41666666666666663,neutral
607,"the number that we talk about be the innovation rate in the business and we 're press towards an ambition that to compete with the good in our industry , which typically be measure by this metric , some people call it by tally rate .",0.55,neutral
608,other people call it innovation rate .,0.375,fact
609,"what we 're look to try to get our innovation rate to have about 30 % of our revenue touch by -- or generate by innovation launch in the last three year , that sort of the goal standard that most consumer good company would point to .",0.2916666666666667,fact
610,and we 're get close .,0.0,fact
611,"by ‘ 16 , we 'll be there .",0.0,fact
612,we be get close .,0.0,fact
613,we be not quite there yet .,0.0,fact
614,but we 're certainly way strong than we be a year ago .,0.6523809523809523,opinion
615,and that will continue to progress as idea come through the funnel .,0.0,fact
616,we view [PROPN] as meet a different level of risk - adjust return versus a triple - net - type asset .,0.3,fact
617,"and therefore , we be go to be look for opportunity where you can reposition asset , where you can look at market - drive rent , capital investment program , rate and thing of that nature to be able to drive [PROPN] growth .",0.625,opinion
618,"and to the extent , we think that the risk - adjust return be sufficient for the risk that we be take versus a triple - net - type investment , we be go to go ahead and make that investment and we see that in both the [PROPN] and the [PROPN] transaction .",0.0,fact
619,"[PROPN] [PROPN] [PROPN] - [PROPN] , [PROPN] & [PROPN] , [PROPN] okay .",0.5,neutral
620,"and then in term of the overall strategy for investment , historically , [PROPN] have make some really large transaction , [PROPN] , [PROPN] , [PROPN] [PROPN] .",0.14285714285714285,fact
621,"more lately , it seem like you be do more single and double and more relationship building , rather than just these really large transaction .",0.3918367346938775,neutral
622,"be that how I should think about the portfolio , the investment that you be go to go forward with ?",0.0,fact
623,"or be you inclined to do large transaction as well , not that [PROPN] be n't large , but multi - billion of dollar , or should I think of you more of do these $ 100 million , $ 200 million , $ 300 million and still get to that $ 2 billion a year investment pace ?",0.4523809523809524,neutral
624,be that the strategy at this point ?,0.0,fact
625,[PROPN] [PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] & [PROPN] [PROPN] yeah .,0.0,fact
626,we 've have a good history of do large opportunistic transaction .,0.5142857142857143,neutral
627,one of the thing that we see be the ability to increase our origination capability .,0.0,fact
628,"we bring in asset management people to help free up p&l leader and be out in the marketplace , actively look at what I consider to be kind of medium - sized transaction and try to generate a deal flow .",0.7666666666666666,opinion
629,and I think you 've see that over the past couple of quarter where we 've be able to go out and consistently win transaction that we think pay we a good risk adjust return .,0.46875,neutral
630,"[PROPN] [PROPN] [PROPN] - [PROPN] , [PROPN] & [PROPN] , [PROPN] [PROPN] [PROPN] [PROPN] - [PROPN] , [PROPN] [PROPN] [PROPN] & [PROPN] and we be go to spend a lot of time talk about this at our [PROPN] [PROPN] .",0.0,fact
631,one of the thing that I say early be that it be important for we to have a consistent growth and you do that by both middle market and transformative .,0.3875,neutral
632,"but again , it will be a topic for [PROPN] [PROPN] .",0.0,fact
633,"[PROPN] [PROPN] [PROPN] - [PROPN] , [PROPN] & [PROPN] , [PROPN] [PROPN] [PROPN] [PROPN] - [PROPN] , [PROPN] [PROPN] [PROPN] & [PROPN] we have two more question in queue .",0.5,neutral
634,we 'll take those because we be get past the hour .,0.25,fact
635,.,0.0,fact
636,our next question come from [PROPN] [PROPN] from [PROPN] [PROPN] .,0.0,fact
637,your line be now open .,0.5,neutral
638,[PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] [PROPN] hi .,0.0,fact
639,for stay on .,0.0,fact
640,just a follow - up with regard to the [PROPN] [PROPN] .,0.0,fact
641,I do n't know if I miss this .,0.0,fact
642,how much of the building do [PROPN] [PROPN] take up ?,0.2,fact
643,how long be their lease ?,0.4,neutral
644,and can you just talk about their in - place rent versus market ?,0.0,fact
645,[PROPN] [PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] & [PROPN] [PROPN] I do n't know specifically .,0.0,fact
646,"I think it be less than 50 % of the building , but there be opportunity for they to expand into the space .",0.06666666666666667,fact
647,"the rent be probably deem to be slightly below market , but not tremendously below market .",0.5833333333333334,neutral
648,"and lease term go out , I believe , well over 10 year .",0.0,fact
649,[PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] [PROPN] okay .,0.5,neutral
650,.,0.0,fact
651,"and then just to go here a little bit more about the economic , what be your [PROPN] budget for the building ?",0.39999999999999997,neutral
652,and you can talk about the economic cap rate that you underwrote it at and also on an [PROPN] basis .,0.2,fact
653,[PROPN] [PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] & [PROPN] [PROPN] [PROPN] yeah .,0.0,fact
654,"I think – listen , I think we could see some upside .",0.0,fact
655,I know we 'll see some upside in that building .,0.0,fact
656,"as [PROPN] mention , it be in a mid to [PROPN] % cap rate go in .",0.0,fact
657,we 've get some upside and some vacancy in the building that could move it up into the low-7%s .,0.0,fact
658,"there 'll be some [PROPN] involve in that , but that low-7 % cap rate would incorporate the additional [PROPN] , [PROPN] , that we need to put into the building .",0.0,fact
659,"so that be why ... [PROPN] [PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] & [PROPN] [PROPN] yeah , but the [PROPN] be not go to be a tremendous driver .",1.0,opinion
660,"over the past several year , a significant amount of the whole building system have be upgrade .",0.38125,neutral
661,"the building 's actually in very , very good condition .",0.7800000000000001,opinion
662,the one thing that be leave to do be an elevator upgrade that be factor into our particular number .,0.3333333333333333,fact
663,so I do n't think this be go to have a different capex profile than our other mob on an ongoing operating basis or other acquisition that we make .,0.45,neutral
664,it be not go to be a significantly different type economic cap rate type profile .,0.4,neutral
665,[PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] [PROPN] okay .,0.5,neutral
666,"I ask because it be arguably one of your large mob , so just , kind of , where on the risk spectrum do this sit versus , say , 100,000 square - foot building ?",0.6642857142857143,opinion
667,[PROPN] [PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] & [PROPN] [PROPN] we feel really good about the relationship that we have with [PROPN] [PROPN] [PROPN] .,0.6000000000000001,neutral
668,we have extensive discussion with they in advance .,0.3333333333333333,fact
669,they like this particular building .,0.3333333333333333,fact
670,they view it as a way for they to expand and to be adjacent to their particular university .,0.3333333333333333,fact
671,"so with both they and the doc that work at the university , we see the upside in be able to convert office rent into [PROPN] rent go forward .",0.625,opinion
672,and that be really go to be the economic play for we .,0.2,fact
673,"[PROPN] [PROPN] [PROPN] - [PROPN] , [PROPN] [PROPN] [PROPN] & [PROPN] and they be very excited to have a true owner of healthcare and medical office building come in versus a landlord that have be focus in a different area .",0.55625,neutral
674,"so I think the relationship will be nothing , but positive and [PROPN] be a very , very robust medical office center .",0.25886363636363635,fact
675,"[PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] [PROPN] [PROPN] [PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] & [PROPN] [PROPN] [PROPN] as [PROPN] say , [PROPN] , it be anchor by over 50 % with [PROPN] [PROPN] and it be a complement as well to our 3535 [PROPN] [PROPN] that we purchase last year give we – as [PROPN] – again , reiterate [PROPN] 's remark , that we have 1.1 million square foot in that market today .",0.06666666666666667,fact
676,[PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] [PROPN]  for that .,0.0,fact
677,"and just finally who be go to manage the building , I guess , with the 50 % , that be go to be multi - tenanted physician ?",1.0,opinion
678,[PROPN] [PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] & [PROPN] [PROPN] one of our large national operating relationship that we have in the [PROPN] space .,0.42857142857142855,neutral
679,[PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] [PROPN] okay .,0.5,neutral
680,.,0.0,fact
681,and our last question come from [PROPN] [PROPN] from [PROPN] .,0.06666666666666667,fact
682,your line be now open .,0.5,neutral
683,"[PROPN] [PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] actually , I try to get out of the queue .",0.1,fact
684,"my question be answer , but  .",0.0,fact
685,[PROPN] [PROPN] [PROPN] - [PROPN] [PROPN] [PROPN] & [PROPN] [PROPN] all right .,0.5357142857142857,neutral
686,", [PROPN] .",0.0,fact
687,"[PROPN] [PROPN] [PROPN] - [PROPN] , [PROPN] [PROPN] [PROPN] & [PROPN] okay .",0.5,neutral
688,"well ,  , all , for join we this morning .",0.0,fact
689,we be very excited about our upcoming [PROPN] [PROPN] and hope you 'll be join we on [PROPN] 11 at the [PROPN] [PROPN] [PROPN] [PROPN] .,0.9750000000000001,opinion
690,"we will be profile our business leader , our segment strategy , our growth opportunity , as well as celebrate 30 year as a public company .",0.06666666666666667,fact
